descripcion	Year	Engine HP	Engine Cylinders	Number of Doors	highway MPG	city mpg	Popularity	MSRP
FordF-250	1998	220	8	2.6666666666666665	16.708333333333332	12.458333333333334	5657	3280
FordFestiva	1992	63	4	2	37.666666666666664	30	5657	2000
FordFiesta	2016	131	4	4	35.095238095238095	27.142857142857142	5657	17126.428571428572
FordFive Hundred	2005.875	203	6	4	24.4375	17.9375	5657	25303.75
FordFlex	2016	300	6	4	22.88888888888889	16.333333333333332	5657	36120.833333333336
FordFocus	2016.1	157.8235294117647	3.35	4	47.55	39.25	5657	21790.5
FordFocus RS	2017	350	4	4	25	19	5657	36120
FordFocus ST	2016	252	4	4	31.333333333333332	22.333333333333332	5657	24523.333333333332
FordFreestar	2005.857142857143	199	6	4	21.428571428571427	15.571428571428571	5657	25788.928571428572
FordFreestyle	2005.875	203	6	4	23.5	17.5	5657	27838.75
FordFusion	2016.1176470588234	211.23529411764707	4	4	31.705882352941178	21.41176470588235	5657	28807.941176470587
FordFusion Hybrid	2016.1	188	4	4	41	43.6	5657	29005.5
FordGT	2005.5	550	8	2	19	12	5657	149995
FordLTD Crown Victoria	1990.5384615384614	150	8	4	22	15	5657	2000
FordMustang	2015.9166666666667	360	6.083333333333333	2	27.416666666666668	17.833333333333332	5657	32520.625
FordMustang SVT Cobra	1998	310	8	2	23.333333333333332	15.666666666666666	5657	4041
FordProbe	1995.875	135.25	4.75	2	27.75	21.125	5657	2000
FordRanger	2009.7837837837837	179.32432432432432	5.135135135135135	2.7027027027027026	22.756756756756758	17.91891891891892	5657	21340.135135135137
FordShelby GT350	2016	526	8	2	21	14.333333333333334	5657	55711.666666666664
FordShelby GT500	2013.2	639.6	8	2	23.8	15	5657	55486
FordTaurus	2016	300.8333333333333	6	4	26.11111111111111	17.666666666666668	5657	33592.5
FordTaurus X	2008.5	261.5	6	4	23	15.75	5657	30837.5
FordTempo	1992.8181818181818	104	4.363636363636363	3.272727272727273	29.272727272727273	20.636363636363637	5657	2000
FordThunderbird	2003.75	280	8	2	21.75	15.75	5657	38502.5
FordTransit Connect	2016.0217391304348	169	4	4	28	20.17391304347826	5657	25110.760869565216
FordTransit Wagon	2016	277.9166666666667	6	3	19	14	5657	37716.25
FordWindstar	2002	200	6	3.9444444444444446	21.666666666666668	16	5657	28443.61111111111
FordWindstar Cargo	2002	200	6	3	21.666666666666668	16	5657	20626.666666666668
GMCAcadia	2016.03125	270.09375	5.625	4	23.625	17.0625	549	40086.40625
GMCAcadia Limited	2017	281	6	4	22	15	549	44850
GMCCanyon	2014.4791666666667	239.9375	4.833333333333333	3.8333333333333335	24.895833333333332	18.083333333333332	549	28899.166666666668
GMCEnvoy	2008	291.55555555555554	6.666666666666667	4	19.944444444444443	13.944444444444445	549	33076.666666666664
GMCEnvoy XL	2005.125	285.25	6.5	4	18.125	13.0625	549	33925.9375
GMCEnvoy XUV	2005	275	6	4	17.5	12.5	549	32947.5
GMCJimmy	2000.032258064516	190	6	3.225806451612903	18.838709677419356	14.225806451612904	549	11239.935483870968
GMCRally Wagon	1994.3333333333333	171.66666666666666	6.666666666666667	3	16	12.666666666666666	549	2000
GMCS-15	1990	131.05263157894737	4.947368421052632	2	22.157894736842106	18.157894736842106	549	2000
GMCS-15 Jimmy	1990.6666666666667	153.33333333333334	6	2.6666666666666665	19.77777777777778	14.61111111111111	549	2000
GMCSafari	2004	190	6	3	17.666666666666668	13	549	25105
GMCSafari Cargo	2004	190	6	3	19	14.333333333333334	549	23791.666666666668
GMCSavana	2015.0588235294117	287.05882352941177	8	3	16.647058823529413	11.235294117647058	549	34804.117647058825
GMCSavana Cargo	2014.857142857143	280.35714285714283	7.857142857142857	3	16.857142857142858	11.357142857142858	549	31863.214285714286
GMCSierra 1500	2016	314.55555555555554	6.844444444444444	3.466666666666667	22.72222222222222	16.844444444444445	549	40312.11111111111
GMCSierra 1500 Classic	2007	279.2857142857143	7.714285714285714	3.510204081632653	18.32653061	13.918367346938776	549	27964.79591836735
GMCSierra 1500 Hybrid	2012	332	8	4	23	20	549	45193.333333333336
GMCSierra 1500HD	2006	300	8	4	17	13	549	33126.666666666664
GMCSierra C3	2001	325	8	4	13	10	549	38370
GMCSierra Classic 1500	1999	200	8	3	16.5	12.5	549	4567
GMCSonoma	2002.5	147.22222222222223	4.777777777777778	2.6666666666666665	21.61111111111111	16.22222222222222	549	18098.11111111111
GMCSuburban	1998.1666666666667	255	8	4	16.666666666666668	11.833333333333334	549	2947.6666666666665
GMCSyclone	1991	280	6	2	16	13	549	5667
GMCTerrain	2015.9310344827586	182	4	4	30.344827586206897	20.93103448275862	549	30442.58620689655
GMCTyphoon	1992.5	285	6	2	17	13.5	549	6392.5
GMCVandura	1994.4545454545455	174.54545454545453	6.181818181818182	3	19.181818181818183	14.545454545454545	549	2000
GMCYukon	2016	376.6666666666667	8	4	22.055555555555557	15.61111111111111	549	58270.555555555555
GMCYukon Denali	2000	255	8	4	15	11	549	3949
GMCYukon Hybrid	2012	332	8	4	23	20	549	57979.583333333336
GMCYukon XL	2016	376.6666666666667	8	4	21.944444444444443	15.166666666666666	549	60970.555555555555
GenesisG80	2017	347.3333333333333	6.666666666666667	4	25.333333333333332	16.333333333333332	21	46616.666666666664
HUMMERH3	2009.1	258.5	5.9	4	17.4	13.5	130	37749
HUMMERH3T	2009.7142857142858	265.14285714285717	6.285714285714286	4	17.142857142857142	13.571428571428571	130	34629.28571428572
HondaAccord	2016.0933333333332	211.57333333333332	4.56	3.0933333333333333	33.946666666666665	24.08	2202	27886.066666666666
HondaAccord Crosstour	2010.5	271	6	4	26.4	17.8	2202	33610
HondaAccord Hybrid	2015.3333333333333	201	4	4	45.666666666666664	49.666666666666664	2202	32316.11111111111
HondaAccord Plug-In Hybrid	2014	196	4	4	46	47	2202	39780
HondaCR-V	2015.0625	185	4	4	32	24.875	2202	27968.4375
HondaCR-Z	2015	130	4	2	38.5	33.5	2202	22288.88888888889
HondaCivic	2015.985294117647	162.02941176470588	4	3.323529411764706	39.455882352941174	30.16176470588235	2202	22517.941176470587
HondaCivic CRX	1990.5	87.33333333333333	4	2	35.5	29	2202	2000
HondaCivic del Sol	1996	130.11111111111111	4	2	31.77777777777778	25.88888888888889	2202	2136.4444444444443
HondaCrosstour	2014	245.75	5.25	4	29.875	20.5	2202	33063.75
HondaElement	2009.7142857142858	166	4	4	24.428571428571427	19.428571428571427	2202	23145.95238095238
HondaFit	2016	130	4	4	37.833333333333336	31.166666666666668	2202	18338.333333333332
HondaFit EV	2013.5		0	4	105	132	2202	36625
HondaHR-V	2016.5	141	4	4	33.125	26.875	2202	22315
HondaInsight	2012.8	98	4	4	44	41	2202	21192.5
HondaOdyssey	2015.5333333333333	248	6	4	28	19	2202	36879
HondaPassport	2001.2	205	6	4	19.2	14.95	2202	22185.7
HondaPilot	2016.0625	271.25	6	4	25.895833333333332	18.3125	2202	36904.166666666664
HondaPrelude	2000.142857142857	199.28571428571428	4	2	24.571428571428573	19.857142857142858	2202	12568.857142857143
HondaRidgeline	2015.3478260869565	265.6521739130435	6	4	23.304347826086957	16.782608695652176	2202	34248.69565217391
HondaS2000	2008.2857142857142	237	4	2	24.857142857142858	18	2202	36019.28571428572
HyundaiAccent	2015	137.33333333333334	4	4	37.5	26.666666666666668	1439	15911.666666666666
HyundaiAzera	2016	293	6	4	28.333333333333332	19.5	1439	36500
HyundaiElantra	2016.0833333333333	155.875	4	4	36.291666666666664	26.625	1439	20437.5
HyundaiElantra Coupe	2013.25	152.625	4	2	36.5	26.5	1439	19458.75
HyundaiElantra GT	2016	173	4	4	32.833333333333336	24	1439	19300
HyundaiElantra Touring	2011	138	4	4	30.5	23	1439	18161.666666666668
HyundaiEntourage	2007.4	245.2	6	4	23	16	1439	26615
HyundaiEquus	2015	429	8	4	23	15	1439	65041.666666666664
HyundaiExcel	1992.909090909091	81	4	2.909090909090909	31.90909090909091	24.727272727272727	1439	2000
HyundaiGenesis	2015.125	355.75	6.75	4	25.5	16.375	1439	43306.25
HyundaiGenesis Coupe	2014.8333333333333	335.6666666666667	5.666666666666667	2	24.88888888888889	16.444444444444443	1439	30577.777777777777
HyundaiSanta Fe	2016.111111111111	290	6	4	23.833333333333332	17.666666666666668	1439	35030.555555555555
HyundaiSanta Fe Sport	2016	236.625	4	4	25.9375	19.25	1439	30525
HyundaiScoupe	1994	99.66666666666667	4	2	30.88888888888889	23.22222222222222	1439	2000
HyundaiSonata	2015.9722222222222	200.86111111111111	4	4	34.888888888888886	24.36111111111111	1439	25707.63888888889
HyundaiSonata Hybrid	2016.125	194.5	4	4	42.625	38.125	1439	28487.5
HyundaiTiburon	2006.95	161.8	5.4	2	25	17.95	1439	19910
HyundaiTucson	2016	173.83333333333334	4	4	28.375	23	1439	25970.833333333332
HyundaiVeloster	2014.9	165	4	3	34.2	26.033333333333335	1439	20928.333333333332
HyundaiVeracruz	2011	260	6	4	21.833333333333332	16.5	1439	32220
HyundaiXG300	2001	192	6	4	25	17	1439	24249
HyundaiXG350	2004	194	6	4	24	15.333333333333334	1439	25099
InfinitiEX	2012	306.3333333333333	6	4	24.166666666666668	17	190	37808.333333333336
InfinitiEX35	2009	297	6	4	23.5	16.5	190	35191.666666666664
InfinitiFX	2012.090909090909	332.72727272727275	6.545454545454546	4	21.545454545454547	15.545454545454545	190	50104.545454545456
InfinitiFX35	2009	293.6666666666667	6	4	21.666666666666668	15.666666666666666	190	41750
InfinitiFX45	2007	320	8	4	17	13	190	49900
InfinitiFX50	2009.5	390	8	4	20	14	190	58700
InfinitiG Convertible	2012	327.25	6	2	24.625	16.625	190	51750
InfinitiG Coupe	2011.9411764705883	336.3529411764706	6	2	25.941176470588236	18.11764705882353	190	44408.82352941176
InfinitiG Sedan	2011.695652173913	299.30434782608694	6	4	26.47826086956522	18.608695652173914	190	38393.47826086957
InfinitiG20	2001	145	4	4	28	20.625	190	17608.75
InfinitiG35	2006.9375	297.375	6	3.5	23.625	16.875	190	32884.375
InfinitiG37	2008.7692307692307	328.61538461538464	6	2.6153846153846154	25.153846153846153	17.53846153846154	190	36900
InfinitiG37 Convertible	2010	325	6	2	24.666666666666668	16.666666666666668	190	48733.333333333336
InfinitiG37 Coupe	2010	330	6	2	26.2	18.4	190	40730
InfinitiG37 Sedan	2010	328	6	4	26	18.333333333333332	190	37941.666666666664
InfinitiI30	2000	214.66666666666666	6	4	24.5	17.5	190	11904.333333333334
InfinitiI35	2003	255	6	4	24	17	190	29483.333333333332
InfinitiJ30	1996.4285714285713	210	6	4	22	16	190	2027.7142857142858
InfinitiJX	2013	265	6	4	23.5	18	190	41950
InfinitiM	2012.5	372	6.8	4	25.8	18.8	190	55135
InfinitiM30	1991.2	162	6	2	23	17	190	2000
InfinitiM35	2009	289	6	4	23.166666666666668	16.333333333333332	190	46175
InfinitiM37	2011	330	6	4	25	17.5	190	48125
InfinitiM45	2009	325	8	4	20.5	15	190	52766.666666666664
InfinitiM56	2011	420	8	4	24	16	190	59700
InfinitiQ40	2015	328	6	4	26	18.5	190	34750
InfinitiQ45	2004.75	340	8	4	22	15.75	190	57125
InfinitiQ50	2016.111111111111	303.55555555555554	5.444444444444445	4	29.38888888888889	22.083333333333332	190	43130.555555555555
InfinitiQ60 Convertible	2014.5	331	6	2	25.333333333333332	17.333333333333332	190	54683.333333333336
InfinitiQ60 Coupe	2015.611111111111	309.3333333333333	5.555555555555555	2	26.77777777777778	19.055555555555557	190	45647.22222222222
InfinitiQ70	2015.1739130434783	372.69565217391306	6.869565217391305	4	25.52173913043478	18.434782608695652	190	57760.86956521739
InfinitiQX	2012.5	400	8	4	20	14	190	62225
InfinitiQX4	2002	240	6	4	17.833333333333332	13.833333333333334	190	35050
InfinitiQX50	2015.75	325	6	4	24.25	17	190	36025
InfinitiQX56	2010	346.6666666666667	8	4	18.333333333333332	12.666666666666666	190	58150
InfinitiQX60	2015.8	261	5.2	4	27.1	22.1	190	45890
InfinitiQX70	2016	325	6	4	23	16.5	190	46633.333333333336
InfinitiQX80	2015.142857142857	400	8	4	19.714285714285715	13.714285714285714	190	68078.57142857143
KiaAmanti	2008	264	6	4	24	17	1720	25678.333333333332
KiaBorrego	2009	309.8888888888889	7.111111111111111	4	20.88888888888889	15.666666666666666	1720	31722.777777777777
KiaCadenza	2016.125	291.875	6	4	28	19.375	1720	38392.5
KiaForte	2015.9285714285713	175.25	4	3.5	33.107142857142854	24.214285714285715	1720	19895
KiaK900	2015.6	376.4	7.2	4	24.2	15.8	1720	56040
KiaOptima	2014.8823529411766	216.7058823529412	4	4	34.11764705882353	24.058823529411764	1720	27312.352941176472
KiaOptima Hybrid	2016	196.66666666666666	4	4	41.666666666666664	36.666666666666664	1720	28885.833333333332
KiaRio	2015.904761904762	138	4	4	36.76190476190476	27	1720	16810.238095238095
KiaRondo	2008	173.93333333333334	4.8	4	26.066666666666666	18.8	1720	18948.333333333332
KiaSedona	2016	276	6	4	23.8	17.8	1720	32976.666666666664
KiaSephia	2000.25	125	4	4	27.5	20.5	1720	7066.25
KiaSorento	2016.078947368421	260.3157894736842	5.2631578947368425	4	25.44736842105263	18.68421052631579	1720	33765.26315789474
KiaSoul	2015	147	4	4	30.5	23.666666666666668	1720	18046.666666666668
KiaSoul EV	2015.6		0	4	92	120	1720	34250
KiaSpectra	2008.0434782608695	138	4	4	30.956521739130434	23.347826086956523	1720	15726.739130434782
KiaSportage	2016	205.38888888888889	4	4	26.333333333333332	20.27777777777778	1720	26725.555555555555
LamborghiniAventador	2015	715	12	2	17.25	10.583333333333334	1158	470050
LamborghiniDiablo	2001	550	12	2	12	9	1158	294900
LamborghiniGallardo	2013.28	560.8	10	2	20	12.84	1158	219844
LamborghiniHuracan	2015.75	602.5	10	2	20.5	14	1158	234475
LamborghiniMurcielago	2008.6666666666667	635.7777777777778	12	2	13.555555555555555	8.555555555555555	1158	374666.6666666667
LamborghiniReventon	2008	650	12	2	14	9	1158	1500000
Land RoverDefender	1995.75	182	8	2	14.5	12	258	33761.25
Land RoverDiscovery	2003.5	217	8	4	14	11	258	37791.666666666664
Land RoverDiscovery Series II	2001.1666666666667	188	8	4	16	12	258	29518.5
Land RoverDiscovery Sport	2016	240	4	4	25.666666666666668	20	258	41784.444444444445
Land RoverFreelander	2003.7777777777778	174	6	3.3333333333333335	19	15.555555555555555	258	27149.444444444445
Land RoverLR2	2014	240	4	4	24	17	258	39066.666666666664
Land RoverLR3	2008.3333333333333	300	8	4	17	12	258	49508.333333333336
Land RoverLR4	2014.9	340	6	4	19	14.3	258	56607.9
Land RoverRange Rover	2014.8285714285714	449.0857142857143	7.314285714285714	4	20.714285714285715	14.8	258	118229.57142857143
Land RoverRange Rover Evoque	2015.8214285714287	240	4	3.4285714285714284	29.642857142857142	20.928571428571427	258	50522.32142857143
Land RoverRange Rover Sport	2015.0416666666667	428.25	7.083333333333333	4	21.333333333333332	15.791666666666666	258	80022.70833333333
LexusCT 200h	2016	134	4	4	40	43	454	31566.666666666668
LexusES 250	1990.5	156	6	4	23.5	17	454	2000
LexusES 300	2002	210	6	4	26	17.666666666666668	454	31578.333333333332
LexusES 300h	2016	200	4	4	39	40	454	41140
LexusES 330	2005	222.66666666666666	6	4	27	18	454	32066.666666666668
LexusES 350	2015.75	268	6	4	30.75	21	454	38785
LexusGS 200t	2016.5	241	4	4	31.25	21.5	454	49797.5
LexusGS 300	2005.25	232.5	6	4	24.5	17.5	454	41500
LexusGS 350	2016	309.1818181818182	6	4	27.272727272727273	19.181818181818183	454	52623.63636363636
LexusGS 400	1999	300	8	4	21.666666666666668	15.666666666666666	454	3749.3333333333335
LexusGS 430	2006	296.6666666666667	8	4	22.666666666666668	16	454	50575
LexusGS 450h	2015	338	6	4	34	29	454	61613.333333333336
LexusGS 460	2010	342	8	4	24	17	454	54303.333333333336
LexusGS F	2016	467	8	4	24	16	454	84440
LexusGX 460	2016	301	8	4	19.333333333333332	15	454	56299.166666666664
LexusGX 470	2008	263	8	4	18	14	454	47188.333333333336
LexusHS 250h	2011	187	4	4	34	35	454	37388.333333333336
LexusIS 200t	2016.5	241	4	4	32.5	22	454	37575
LexusIS 250	2014.25	204	6	4	28.5	20.625	454	38511.25
LexusIS 250 C	2014	204	6	2	30	21	454	42943.333333333336
LexusIS 300	2009.6	231	6	4	24.2	17.2	454	34369
LexusIS 350	2015	306	6	4	27	19	454	41289.166666666664
LexusIS 350 C	2014	306	6	2	27	19	454	47223.333333333336
LexusIS F	2013	416	8	4	23	16	454	62216.666666666664
LexusLFA	2012	552	10	2	16	11	454	375000
LexusLS 400	1999	290	8	4	23	16.333333333333332	454	4599.333333333333
LexusLS 430	2005	286	8	4	23	16	454	56041.666666666664
LexusLS 460	2015.857142857143	372.85714285714283	8	4	23.5	16	454	78523.57142857143
LexusLS 600h L	2015	438	8	4	23	19	454	120313.33333333333
LexusLX 450	1996.5	212	6	4	14	12	454	3974.5
LexusLX 470	2006	259.3333333333333	8	4	15.333333333333334	12	454	66671.66666666667
LexusLX 570	2016	383	8	4	17.666666666666668	12.666666666666666	454	87146.66666666667
LexusNX 200t	2016	235	4	4	27.833333333333332	21.833333333333332	454	36593.333333333336
LexusNX 300h	2015.8	194	4	4	30.4	33.8	454	40356
LexusRC 200t	2016.5	241	4	2	32	22	454	40075
LexusRC 300	2016.5	255	6	2	26	19	454	42690
LexusRC 350	2016	306	6	2	27	19	454	43965.833333333336
LexusRC F	2016	467	8	2	25	16	454	63123.333333333336
LexusRX 300	2002	220	6	4	21	16.5	454	35228.333333333336
LexusRX 330	2005	227.66666666666666	6	4	22.666666666666668	16.5	454	36590
LexusRX 350	2016	285.90909090909093	6	4	26.09090909090909	18.90909090909091	454	45752.27272727273
LexusRX 400h	2007	268	6	4	24.666666666666668	27.166666666666668	454	43340
LexusRX 450h	2016	304.2857142857143	6	4	28.285714285714285	30.714285714285715	454	52726.42857142857
LexusSC 300	1999	225	6	2	22	17	454	3633.3333333333335
LexusSC 400	1999	290	8	2	23	16.333333333333332	454	3959
LexusSC 430	2009	288	8	2	23	16	454	67188.33333333333
LincolnAviator	2003.8	302	8	4	16.7	11.8	61	42543
LincolnBlackwood	2002	300	8	4	15	11	61	51785
LincolnContinental	2011.1538461538462	288.3333333333333	6.769230769230769	4	24.53846153846154	16.23076923076923	61	47855
LincolnLS	2004.6363636363637	253.8181818181818	6.909090909090909	4	23.363636363636363	16.363636363636363	61	37970.454545454544
LincolnMKC	2016.2	240	4	4	27.1	19.7	61	40209.5
LincolnMKS	2015	334.77777777777777	6	4	25.77777777777778	17.555555555555557	61	41898.333333333336
LincolnMKT	2016	334	6	4	23	15.833333333333334	61	44950.833333333336
LincolnMKX	2016.3333333333333	303.22222222222223	6	4	24.944444444444443	16.833333333333332	61	45255.555555555555
LincolnMKZ	2016.25	228	4	4	33.333333333333336	27.833333333333332	61	40691.25
LincolnMKZ Hybrid	2011	191	4	4	36	41	61	34645
LincolnMark LT	2007.2	300	8	4	16.4	12.3	61	40147.5
LincolnMark VII	1991	225	8	2	22	15	61	2000
LincolnMark VIII	1997	281.6666666666667	8	2	24	15.666666666666666	61	2223.6666666666665
LincolnNavigator	2016.2	377	6	4	20.15	15.15	61	68917.5
LincolnTown Car	2010.25	239	8	4	24	16	61	49718.75
LincolnZephyr	2006	221	6	4	26	17	61	28995
LotusElise	2010	203.25	4	2	26.5	20.5	613	51657.5
LotusEsprit	2003	350	8	2	21	14	613	91291.66666666667
LotusEvora	2013	303.6	6	2	26.1	17.6	613	71776
LotusEvora 400	2017	400	6	2	39	21	613	91900
LotusExige	2010.1666666666667	248.5	4	2	26	20	613	69627.5
MaseratiCoupe	2005	388.3333333333333	8	2	16.166666666666668	10.666666666666666	238	83862.33333333333
MaseratiGhibli	2016.125	381.875	6	4	24.25	16	238	75175
MaseratiGranSport	2005.75	399.5	8	2	17.5	11	238	100266.5
MaseratiGranTurismo	2015.125	454	8	2	21	13	238	145993
MaseratiGranTurismo Convertible	2015.090909090909	451.27272727272725	8	2	20	13	238	155824.36363636365
MaseratiLevante	2017	384.5	6	4	19.5	14	238	77500
MaseratiQuattroporte	2016.4615384615386	440.61538461538464	6.615384615384615	4	22.76923076923077	15.461538461538462	238	119415.38461538461
MaseratiSpyder	2004	388.3333333333333	8	2	15.5	10.166666666666666	238	88165.83333333333
Maybach57	2010.857142857143	586.2857142857143	12	4	16	10	67	401357.14285714284
Maybach62	2010.857142857143	586.2857142857143	12	4	16	10	67	452471.4285714286
MaybachLandaulet	2011.5	620	12	4	16	10	67	1381375
Mazda2	2013	100	4	4	34.5	28.5	586	15821.666666666666
Mazda3	2015.8301886792453	165.9433962264151	4	4	38.471698113207545	28.056603773584907	586	22195
Mazda323	1992.8	82	4	2	32.8	24.8	586	2000
Mazda5	2013.909090909091	157	4	4	28	21.545454545454547	586	22183.636363636364
Mazda6	2016	184	4	4	36.733333333333334	25.6	586	24761.333333333332
Mazda626	2000.909090909091	148.63636363636363	5.090909090909091	4	26.09090909090909	20.09090909090909	586	13786.818181818182
Mazda929	1994	193.66666666666666	6	4	22	17	586	2000
MazdaB-Series	2001	152.46153846153845	5.384615384615385	2.4615384615384617	21.615384615384617	16.53846153846154	586	16712.69230769231
MazdaB-Series Pickup	1999.075	142.225	5.4	2.7	21.25	16.525	586	2984.975
MazdaB-Series Truck	2007.6363636363637	173.45454545454547	5.454545454545454	3.272727272727273	21.09090909090909	16.727272727272727	586	20608.636363636364
MazdaCX-3	2016.5	146	4	4	33.25	28	586	22928.333333333332
MazdaCX-5	2015.2413793103449	176	4	4	31.79310344827586	25.03448275862069	586	25403.96551724138
MazdaCX-7	2011.05	210.8	4	4	24.85	18.5	586	27214.5
MazdaCX-9	2015.0526315789473	256.05263157894734	5.2631578947368425	4	24.63157894736842	18.31578947368421	586	34961.84210526316
MazdaMPV	2005.125	200	6	4	23	16	586	24888.75
MazdaMX-3	1993.6666666666667	109	5	2	29.666666666666668	22.333333333333332	586	2000
MazdaMX-5 Miata	2014.857142857143	160.89285714285714	4	2	29.5	22.357142857142858	586	28300.535714285714
MazdaMX-6	1996	143.71428571428572	5.142857142857143	2	27	20.142857142857142	586	2000
MazdaMazdaspeed 3	2012	263	4	4	25	18	586	23966.666666666668
MazdaMazdaspeed 6	2006.5	274	4	4	23	17	586	28960
MazdaMazdaspeed MX-5 Miata	2004.6666666666667	178	4	2	24	18	586	26030
MazdaMazdaspeed Protege	2003	170	4	4	27	21	586	20230
MazdaMillenia	2001.111111111111	192.22222222222223	6	4	24.555555555555557	17	586	20622.88888888889
MazdaNavajo	1993	158.33333333333334	6	2	19.833333333333332	15	586	2000
MazdaProtege	2001.8181818181818	126	4	4	28.545454545454547	22.545454545454547	586	14788.636363636364
MazdaProtege5	2002.5	130	4	4	28	22	586	16675
MazdaRX-7	1994	255		2	23	15	586	8169.666666666667
MazdaRX-8	2009.8823529411766	223.76470588235293		4	22.41176470588235	16	586	29727.647058823528
MazdaTribute	2009.8709677419354	193.25806451612902	4.645161290322581	4	26.225806451612904	19.64516129032258	586	24722.74193548387
MazdaTribute Hybrid	2008.5	155	4	4	28.75	31.5	586	29462.5
MazdaTruck	2002.6	168.6	5.6	2.6666666666666665	20.733333333333334	16.733333333333334	586	18810.666666666668
McLaren570S	2016	562	8	2	23	16	416	184900
McLaren650S Coupe	2015	641	8	2	22	16	416	265500
McLaren650S Spider	2015	641	8	2	22	16	416	280225
McLarenMP4-12C	2012.5	604	8	2	22	15	416	234200
Mercedes-Benz190-Class	1992	144	5	4	25.5	17.5	617	2000
Mercedes-Benz300-Class	1991.9655172413793	182.79310344827587	5.896551724137931	3.586206896551724	21.413793103448278	16.344827586206897	617	2385.5862068965516
Mercedes-Benz350-Class	1990.5	134	6	4	23	19	617	2182.75
Mercedes-Benz400-Class	1992.5	275	8	4	18.75	14	617	2398.25
Mercedes-Benz420-Class	1990.5	201	8	4	17	14	617	2093
Mercedes-Benz500-Class	1992.375	318.5	8	3	16.75	12.75	617	3643.625
Mercedes-Benz560-Class	1990.5	238	8	3	16	12	617	2310
Mercedes-Benz600-Class	1992.75	392.25	12	3	15	11	617	3475.5
Mercedes-BenzAMG GT	2016.6666666666667	487.3333333333333	8	2	22	16	617	124100
Mercedes-BenzB-Class Electric Drive	2016	177	0	4	82	85	617	40933.333333333336
Mercedes-BenzC-Class	2016.054054054054	310.7837837837838	5.243243243243243	3.4594594594594597	29.405405405405407	21.72972972972973	617	49298.37837837838
Mercedes-BenzC36 AMG	1996	273.3333333333333	6	4	20.666666666666668	16	617	3960.3333333333335
Mercedes-BenzC43 AMG	1999	302	8	4	21	16	617	4957.333333333333
Mercedes-BenzCL-Class	2013	524	10	2	20.5	13.5	617	160483.33333333334
Mercedes-BenzCLA-Class	2016	261.44444444444446	4	4	33.666666666666664	24.22222222222222	617	38427.77777777778
Mercedes-BenzCLK-Class	2007.9333333333334	356.6666666666667	7.2	2	22.333333333333332	15.2	617	65133.333333333336
Mercedes-BenzCLS-Class	2015.8461538461538	419.9230769230769	7.384615384615385	4	25.53846153846154	17.692307692307693	617	80448.46153846153
Mercedes-BenzE-Class	2015.7551020408164	326.46938775510205	5.959183673469388	3.3877551020408165	29.367346938775512	20.67346939	617	61857.142857142855
Mercedes-BenzE55 AMG	1999.5	349	8	4	21	15	617	5999
Mercedes-BenzG-Class	2015.6	503.6	8.8	4	14	12	617	146040
Mercedes-BenzGL-Class	2015	395.25	7.166666666666667	4	20.333333333333332	15.25	617	84225.83333333333
Mercedes-BenzGLA-Class	2016	261.44444444444446	4	4	31.555555555555557	23.555555555555557	617	38564.444444444445
Mercedes-BenzGLC-Class	2016.5	241	4	4	28	21.5	617	40050
Mercedes-BenzGLE-Class	2016.4545454545455	392.8181818181818	6.545454545454546	4	21.181818181818183	16.454545454545453	617	73775.45454545454
Mercedes-BenzGLE-Class Coupe	2016.5	469.5	7	4	20.5	15.5	617	88675
Mercedes-BenzGLK-Class	2014	268	5.333333333333333	4	27.444444444444443	20.555555555555557	617	38656.666666666664
Mercedes-BenzGLS-Class	2017	462.6666666666667	7.333333333333333	4	19	14.666666666666666	617	95550
Mercedes-BenzM-Class	2014	355.64285714285717	6.533333333333333	4	22.333333333333332	16.866666666666667	617	61332
Mercedes-BenzML55 AMG	2000	342	8	4	16	12	617	5650
Mercedes-BenzMaybach	2016.5	523	12	4	20.5	13	617	190325
Mercedes-BenzMetris	2016	208	4	3.5	23.5	20.5	617	30725
Mercedes-BenzR-Class	2011	244.66666666666666	6	4	21.666666666666668	16.5	617	51435
Mercedes-BenzS-Class	2016	533.25	9.5	3.25	23	14.75	617	157420.83333333334
Mercedes-BenzSL-Class	2016	493.4166666666667	8.5	2	24.416666666666668	16.75	617	140150
Mercedes-BenzSLC-Class	2017	301.5	5	2	30.5	22.5	617	54125
Mercedes-BenzSLK-Class	2015	310.55555555555554	6	2	29.666666666666668	21	617	57769.444444444445
Mercedes-BenzSLR McLaren	2008	625	8	2	16	11.666666666666666	617	490000
Mercedes-BenzSLS AMG	2011.6666666666667	563	8	2	20	14	617	189566.66666666666
Mercedes-BenzSLS AMG GT	2013.6	590.8	8	2	18.6	13	617	218000
Mercedes-BenzSLS AMG GT Final Edition	2015	583	8	2	19	13	617	224830
Mitsubishi3000GT	1998	233	6	2	22.333333333333332	16.666666666666668	436	5035.777777777777
MitsubishiDiamante	2003	206.66666666666666	6	4	23	15.666666666666666	436	26901
MitsubishiEclipse	2011	191.42857142857142	4.571428571428571	2	26.928571428571427	19	436	23967.571428571428
MitsubishiEclipse Spyder	2011.142857142857	206.14285714285714	4.857142857142857	2	25.571428571428573	18.142857142857142	436	29984.714285714286
MitsubishiEndeavor	2009.5	225	6	4	20.4	15	436	29689
